pair_model,ideology,reasoning_mode_no_think,think_config_outcome,n,mean_delta_target_projection,mean_delta_tokens,mean_delta_visible_words,mean_delta_entropy
Qwen3-32B,authoritarian_left,think,think_harm,1,-0.7663169971851307,424.69354838709677,-78.7741935483871,0.0029541851072050055
Qwen3-32B,authoritarian_left,think,think_rescue,22,2.8832709954429308,464.6979472140763,-85.02785923753666,-0.003018040812101185
Qwen3-32B,authoritarian_right,neutral,both_correct,100,1.2945110040675116,453.1532258064516,-7.321612903225807,-0.010344869680097265
Qwen3-32B,authoritarian_right,short,both_correct,99,1.306128874525385,376.5509938090583,-1.1590094493320298,-0.049207128278405676
Qwen3-32B,authoritarian_right,short,think_rescue,1,15.341091467681768,460.2096774193549,0.6451612903225805,-0.08109952537448394
Qwen3-32B,authoritarian_right,think,both_correct,100,0.7178071213661061,444.0783870967742,-83.13790322580645,-0.003339792359848226
Qwen3-32B,base,neutral,not_comparable,100,,641.978064516129,8.218709677419357,-0.011997750327736072
Qwen3-32B,base,short,not_comparable,100,,533.1770967741936,-1.3269354838709677,-0.04830437036766819
Qwen3-32B,base,think,not_comparable,100,,648.3682258064516,-80.48677419354838,-0.011907551754554286
Qwen3-32B,centrism,neutral,not_comparable,100,,472.94693548387096,-10.637419354838709,-0.014921128460665312
Qwen3-32B,centrism,short,not_comparable,100,,399.7275806451613,-1.1637096774193545,-0.057362807768207125
Qwen3-32B,centrism,think,not_comparable,100,,436.5429032258064,-91.57016129032257,0.00047364919258548557
Qwen3-32B,libertarian_left,neutral,both_correct,99,0.4884243814802542,394.985826001955,-13.482404692082111,-0.00896682941374806
Qwen3-32B,libertarian_left,neutral,think_rescue,1,11.301130775576507,374.61290322580646,-17.048387096774192,-0.02534355074719849
Qwen3-32B,libertarian_left,short,both_correct,98,1.4378307921293347,337.18647136273864,0.008887425938117147,-0.05271324049745722
Qwen3-32B,libertarian_left,short,think_rescue,2,13.817087771566413,406.5241935483871,-2.4516129032258096,-0.00010157659475803354
Qwen3-32B,libertarian_left,think,both_correct,100,-0.352235873917882,387.24532258064517,-94.6525806451613,-0.0015975232673665774
Qwen3-32B,libertarian_right,neutral,both_correct,91,1.7893097391717045,465.38461538461536,-11.114852889046439,-0.00932770122660908
Qwen3-32B,libertarian_right,neutral,think_rescue,9,5.307363373725632,517.9569892473119,8.263440860215056,-0.01611740770740699
Qwen3-32B,libertarian_right,short,both_correct,85,2.271018202919996,391.6576850094877,-0.37248576850094894,-0.04958872122674841
Qwen3-32B,libertarian_right,short,think_rescue,15,7.495866227802756,400.46666666666664,3.656989247311827,-0.023807921849614777
Qwen3-32B,libertarian_right,think,both_correct,100,0.6861092418389464,460.76193548387096,-85.71451612903225,-0.006064074365298532
Qwen3-4B,authoritarian_left,neutral,both_correct,88,3.779738470114036,479.9384164222874,-13.894794721407624,-0.0004560410914742722
Qwen3-4B,authoritarian_left,neutral,both_incorrect,4,4.049612124962992,446.3225806451613,-21.532258064516128,-0.009022215549917686
Qwen3-4B,authoritarian_left,neutral,think_harm,3,1.0926277307590724,490.247311827957,-1.3118279569892526,0.0005563783568219275
Qwen3-4B,authoritarian_left,neutral,think_rescue,5,7.882590667589712,490.3677419354839,-4.616129032258065,-0.00043008662146720305
Qwen3-4B,authoritarian_left,short,both_correct,81,4.82824765022463,392.13002787733967,-2.545798486658702,0.0061271103921835155
Qwen3-4B,authoritarian_left,short,both_incorrect,2,5.069889749864002,367.3790322580645,5.314516129032258,0.011691791485067302
Qwen3-4B,authoritarian_left,short,think_rescue,17,8.100715489181468,445.6992409867173,-0.21347248576850086,-0.006191952761545566
Qwen3-4B,authoritarian_left,think,both_correct,78,2.2275507071734184,498.4416873449132,-110.73717948717949,0.0004927685120145715
Qwen3-4B,authoritarian_left,think,think_rescue,22,4.051588117256405,458.17741935483866,-127.77639296187682,0.0017166324725911384
Qwen3-4B,authoritarian_right,neutral,both_correct,38,2.9018122605423846,510.72665534804753,-18.803056027164686,0.0005035629855956581
Qwen3-4B,authoritarian_right,neutral,both_incorrect,32,1.7139142680694737,440.539314516129,-6.844254032258066,0.00033805312073242595
Qwen3-4B,authoritarian_right,neutral,think_harm,12,0.04604550806823463,466.9206989247312,-2.6733870967741935,-0.0007505002271347527
Qwen3-4B,authoritarian_right,neutral,think_rescue,18,5.106759743394496,490.53315412186373,-10.143369175627242,-0.0026380233016012715
Qwen3-4B,authoritarian_right,short,both_correct,38,3.5131718096904536,432.3391341256367,-1.3132427843803054,0.0037391652819354373
Qwen3-4B,authoritarian_right,short,both_incorrect,21,2.45745768906233,376.4662058371736,-2.137480798771121,-0.0005472025497007538
Qwen3-4B,authoritarian_right,short,think_harm,23,-0.09599994617165175,418.01051893408135,0.45371669004207577,-0.009007871753186361
Qwen3-4B,authoritarian_right,short,think_rescue,18,5.167733104990369,419.73655913978496,-3.741935483870968,0.0029493159505505403
Qwen3-4B,authoritarian_right,think,both_correct,41,1.9752781304827005,524.2899291896144,-125.21990558615265,0.003472166427580565
Qwen3-4B,authoritarian_right,think,both_incorrect,31,1.458035552719844,450.95369406867843,-102.3907388137357,0.0017719144712190727
Qwen3-4B,authoritarian_right,think,think_harm,17,-1.688657851608333,478.6745730550284,-95.14421252371916,0.002862846974447215
Qwen3-4B,authoritarian_right,think,think_rescue,11,4.622773580597197,471.4677419354839,-125.7873900293255,0.005632400818110856
Qwen3-4B,base,neutral,not_comparable,100,,883.3195161290323,-8.521290322580645,0.008795038980727189
Qwen3-4B,base,short,not_comparable,100,,815.021935483871,-4.201935483870968,0.003661327870418141
Qwen3-4B,base,think,not_comparable,100,,842.3596774193549,-117.55129032258064,0.007563791366869796
Qwen3-4B,centrism,neutral,not_comparable,100,,583.3001612903225,-19.438387096774196,-0.002346565281119838
Qwen3-4B,centrism,short,not_comparable,100,,508.48403225806453,-2.4012903225806452,0.004480334698690881
Qwen3-4B,centrism,think,not_comparable,100,,581.6053225806452,-126.43241935483871,0.005149314603807833
Qwen3-4B,libertarian_left,neutral,both_correct,63,2.049793895304782,583.5783410138249,-27.20967741935484,-0.0010242392433011053
Qwen3-4B,libertarian_left,neutral,both_incorrect,5,3.907046117483857,520.583870967742,4.167741935483876,0.0011258500458810545
Qwen3-4B,libertarian_left,neutral,think_harm,4,-1.8797568696191327,553.5443548387098,-27.923387096774196,0.001000057984675381
Qwen3-4B,libertarian_left,neutral,think_rescue,28,6.108657213132893,624.7862903225806,-12.561059907834101,-0.0013183437475704927
Qwen3-4B,libertarian_left,short,both_correct,55,3.374633212036932,511.11378299120236,-2.6460410557184746,-0.009336898208636785
Qwen3-4B,libertarian_left,short,both_incorrect,11,3.827116216521301,471.8460410557185,-3.014662756598241,-0.00837773844735648
Qwen3-4B,libertarian_left,short,think_harm,5,-0.7476068778027207,456.9677419354839,-4.493548387096775,0.013141475912029712
Qwen3-4B,libertarian_left,short,think_rescue,29,9.378424898515883,507.7107897664071,-2.933815350389321,0.007605801783140747
Qwen3-4B,libertarian_left,think,both_correct,79,-0.22537064653719596,603.6245406288281,-136.12311147407104,0.0036032088337736843
Qwen3-4B,libertarian_left,think,both_incorrect,4,-0.4348521503330063,632.616935483871,-118.76612903225805,0.0027711435928683458
Qwen3-4B,libertarian_left,think,think_harm,4,-2.467939525187008,681.0766129032259,-110.3991935483871,0.008681358676627744
Qwen3-4B,libertarian_left,think,think_rescue,13,2.076343122502128,607.5719602977667,-91.97642679900744,0.001882813361003733
Qwen3-4B,libertarian_right,neutral,both_correct,57,1.7063094255674538,511.1760045274476,-25.395019807583473,-0.0032391056389615646
Qwen3-4B,libertarian_right,neutral,both_incorrect,11,4.404259053411649,594.1979472140763,-11.206744868035189,-0.007426485778826055
Qwen3-4B,libertarian_right,neutral,think_harm,6,0.24251779336129187,583.4516129032259,-11.884408602150538,-0.0005592276949612825
Qwen3-4B,libertarian_right,neutral,think_rescue,26,7.4207116123271595,512.3480148883375,-7.97332506203474,-0.0010110319366825296
Qwen3-4B,libertarian_right,short,both_correct,47,1.6284359311822345,440.80679478380233,-2.940288263555251,-0.007638972080337457
Qwen3-4B,libertarian_right,short,both_incorrect,11,6.221913472187335,516.3709677419355,-0.21847507331378296,0.032465352733713586
Qwen3-4B,libertarian_right,short,think_harm,2,-1.355227242961007,449.0403225806451,-9.403225806451614,-0.005123418425862149
Qwen3-4B,libertarian_right,short,think_rescue,40,8.618275278239661,447.19798387096773,0.5669354838709679,0.004352647047230768
Qwen3-4B,libertarian_right,think,both_correct,88,0.3129871425454298,513.7872067448681,-121.60648826979472,0.004453173975567145
Qwen3-4B,libertarian_right,think,both_incorrect,3,0.5499945252325716,541.1344086021504,-123.43548387096774,0.0003738652179254547
Qwen3-4B,libertarian_right,think,think_harm,8,-0.35622855854452595,581.7641129032259,-102.6108870967742,0.0022071484691760968
Qwen3-4B,libertarian_right,think,think_rescue,1,14.594114413193632,624.9677419354839,-154.66129032258067,-0.0014179668986826076
Qwen3-8B,authoritarian_left,neutral,both_correct,26,2.730592620565216,542.2692307692307,-23.413151364764268,-0.0031650650722955293
Qwen3-8B,authoritarian_left,neutral,both_incorrect,27,3.0470818562761974,499.8817204301075,-19.30227001194743,-0.0018111755085834997
Qwen3-8B,authoritarian_left,neutral,think_harm,6,1.3269769229652075,581.6048387096774,-32.094086021505376,-0.00945647485109005
Qwen3-8B,authoritarian_left,neutral,think_rescue,41,4.182090260713892,525.1841070023603,-24.30605822187254,-0.00021029794791662735
Qwen3-8B,authoritarian_left,short,both_correct,30,2.616188500726664,477.7059139784946,-5.373118279569892,-0.027708587601183953
Qwen3-8B,authoritarian_left,short,both_incorrect,26,4.284987534895103,424.8883374689827,-2.607320099255584,-0.050954390109307246
Qwen3-8B,authoritarian_left,short,think_harm,6,2.168686523182911,490.06720430107526,-2.9811827956989236,-0.003912985587694311
Qwen3-8B,authoritarian_left,short,think_rescue,38,4.56571451573217,458.5904074702886,-2.879881154499151,-0.029355781307724375
Qwen3-8B,authoritarian_left,think,both_correct,25,1.6305864503412355,571.1645161290322,-117.04645161290323,-0.0021252678091668335
Qwen3-8B,authoritarian_left,think,both_incorrect,24,3.4141906719321926,506.309811827957,-101.02150537634408,-0.00265943257392237
Qwen3-8B,authoritarian_left,think,think_harm,1,2.8546450245881756,575.7741935483871,-103.6935483870968,0.004692579146654038
Qwen3-8B,authoritarian_left,think,think_rescue,50,3.35761719443453,536.3396774193549,-119.73258064516129,0.0002667577123990162
Qwen3-8B,authoritarian_right,neutral,both_correct,72,2.6117826330117593,548.5913978494623,-20.869175627240143,-0.0010259728193971148
Qwen3-8B,authoritarian_right,neutral,both_incorrect,12,4.0376246957364135,546.9650537634408,-25.16263440860215,-0.01001466099320609
Qwen3-8B,authoritarian_right,neutral,think_harm,7,0.7500252631262606,509.0552995391705,-23.928571428571427,0.0033219069887870747
Qwen3-8B,authoritarian_right,neutral,think_rescue,9,4.445704385667783,559.0555555555555,-11.351254480286741,-0.005728890287252945
Qwen3-8B,authoritarian_right,short,both_correct,75,2.650106084455124,482.0832258064516,-2.9778494623655916,-0.02916275497878857
Qwen3-8B,authoritarian_right,short,both_incorrect,5,2.5371629090587793,455.7096774193548,-1.9999999999999993,-0.011878682550415314
Qwen3-8B,authoritarian_right,short,think_harm,6,0.4406591459331104,584.3978494623656,-5.362903225806451,0.011200243993789966
Qwen3-8B,authoritarian_right,short,think_rescue,14,5.786849256918137,511.8917050691244,-3.2442396313364057,-0.056569581372307054
Qwen3-8B,authoritarian_right,think,both_correct,75,1.5823437328211396,560.2948387096774,-117.78279569892472,-0.000980361751909142
Qwen3-8B,authoritarian_right,think,both_incorrect,10,2.9479568994529637,594.8016129032259,-106.04838709677419,-0.007017165305636533
Qwen3-8B,authoritarian_right,think,think_harm,3,-1.2597854199409981,586.5967741935483,-82.9247311827957,-0.0023218380867092996
Qwen3-8B,authoritarian_right,think,think_rescue,12,6.6266293707079,618.2768817204301,-98.27419354838709,-0.004094977927483364
Qwen3-8B,base,neutral,not_comparable,100,,809.9479032258065,-4.140806451612904,-0.006019445001502993
Qwen3-8B,base,short,not_comparable,100,,682.6896774193549,-3.692903225806451,-0.023219266665994928
Qwen3-8B,base,think,not_comparable,100,,764.8235483870968,-116.76516129032258,-0.0015281748958758715
Qwen3-8B,centrism,neutral,not_comparable,100,,574.9272580645161,-21.17983870967742,-0.003131139421667652
Qwen3-8B,centrism,short,not_comparable,100,,500.2233870967742,-2.2825806451612904,-0.026299145592268217
Qwen3-8B,centrism,think,not_comparable,100,,576.9520967741936,-119.19483870967743,-0.002357178611375092
Qwen3-8B,libertarian_left,neutral,both_correct,89,0.5554843365869541,505.4590431315694,-26.31225081551287,-0.0006539533006838449
Qwen3-8B,libertarian_left,neutral,both_incorrect,1,-1.8028495463337393,537.6129032258065,3.6451612903225765,-0.002349261373665887
Qwen3-8B,libertarian_left,neutral,think_harm,6,-2.8016755576204577,500.7741935483871,-12.564516129032251,0.012838969209568485
Qwen3-8B,libertarian_left,neutral,think_rescue,4,4.466343572722558,523.4153225806451,-24.463709677419356,-0.016451445585214806
Qwen3-8B,libertarian_left,short,both_correct,79,1.992542701826236,441.3562678644345,-3.0855451204573296,-0.03120873631633604
Qwen3-8B,libertarian_left,short,both_incorrect,3,5.2228628894830385,464.6989247311828,-0.043010752688171706,-0.022438352131274177
Qwen3-8B,libertarian_left,short,think_harm,8,-1.0495292558337028,424.48790322580646,-0.3306451612903214,-0.022300833045555798
Qwen3-8B,libertarian_left,short,think_rescue,10,8.787930672467045,479.8758064516129,-4.714516129032259,-0.028862558622502178
Qwen3-8B,libertarian_left,think,both_correct,87,-1.4361597901058216,511.1852057842047,-134.8466814979607,-0.0004401704265350498
Qwen3-8B,libertarian_left,think,both_incorrect,2,0.8679494841574704,671.2016129032257,-114.61290322580645,0.00037211178724956464
Qwen3-8B,libertarian_left,think,think_harm,7,-4.8914720877923346,562.426267281106,-88.96774193548387,0.0017371814473438041
Qwen3-8B,libertarian_left,think,think_rescue,4,2.0960823293136976,534.5322580645161,-79.96370967741935,-0.0014618077418414284
Qwen3-8B,libertarian_right,neutral,both_correct,87,1.928306976415624,522.3553948832035,-25.693362995921397,9.399237418747219e-05
Qwen3-8B,libertarian_right,neutral,both_incorrect,1,0.5897929334847385,725.1774193548388,-18.22580645161291,-0.017037300348902353
Qwen3-8B,libertarian_right,neutral,think_harm,1,-0.5719261175899586,612.2903225806451,-7.693548387096783,-0.0024747913021651653
Qwen3-8B,libertarian_right,neutral,think_rescue,11,6.426738218067225,569.7536656891496,-5.881231671554252,-0.005611851528506118
Qwen3-8B,libertarian_right,short,both_correct,69,2.3171731564288343,441.7239364188874,-1.1379149135109867,-0.025131109281788022
Qwen3-8B,libertarian_right,short,think_rescue,31,7.61243030712092,498.52653485952135,-3.220083246618106,-0.033003244791231866
Qwen3-8B,libertarian_right,think,both_correct,98,-0.6778409586814091,551.3699802501645,-121.1425279789335,-0.00041782828855472886
Qwen3-8B,libertarian_right,think,think_rescue,2,4.83819281913416,736.5887096774193,-104.08870967741936,-0.004041167510931176
