model_variant,family,protocol,size_b,ideology,question_id,topic,sensitive_topic,scorer_axis,scorer_weight_range,n,comparable_n,aligned_n,target_alignment_rate,mean_target_projection,mean_entropy,mean_margin,stage1_stage2_comparable_n,stage1_stage2_agreement_rate,mean_tokens,mean_visible_words,hedging_rate,refusal_rate,moral_distance_rate,self_correction_rate
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,10,redistribution,False,economic,1.125634807287937,300,300,181,0.6033333333333334,0.1022216379476299,0.0881473355386942,0.9362035085510908,283,0.7233333333333334,138.27,106.46,0.0533333333333333,0.0,0.0033333333333333,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,11,markets_property,False,economic,1.2511662022059689,300,300,150,0.5,-0.0099322193866317,0.0730984624889694,0.9507938081450126,287,0.72,142.06,107.86,0.1,0.0,0.0266666666666666,0.01
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,12,commodification,False,economic,1.2517030857192872,300,300,146,0.4866666666666667,0.0043931783122397,0.0756034792019621,0.9505572434338128,285,0.7633333333333333,127.45666666666666,98.45666666666666,0.0433333333333333,0.0,0.1566666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,13,markets_property,False,economic,1.1273100422920703,300,300,165,0.55,0.055190366300578,0.0580696154233628,0.9616757366349716,280,0.7233333333333334,130.35333333333332,100.26666666666668,0.0566666666666666,0.0,0.0133333333333333,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,14,finance_inequality,False,economic,1.2511874581086335,300,300,148,0.4933333333333333,0.0106956926299414,0.082300368007614,0.9500740830267012,283,0.6633333333333333,130.48666666666668,101.10666666666668,0.1033333333333333,0.0,0.0866666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,15,trade_protectionism,False,economic,1.126856500617869,300,300,169,0.5633333333333334,0.0748814109936353,0.0728163961593463,0.9501945692694386,279,0.71,125.23333333333332,93.91666666666669,0.1766666666666666,0.0,0.0066666666666666,0.0066666666666666
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,16,corporate_responsibility,False,economic,1.1256829106130049,300,300,138,0.46,-0.0372511563457671,0.0864066962969574,0.9414911944801756,281,0.6966666666666667,130.10666666666663,98.66333333333333,0.0833333333333333,0.0,0.0566666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,17,taxation_inequality,False,economic,1.0023483782388944,300,300,143,0.4766666666666667,-0.0273254356412491,0.083874692156005,0.9438919100061172,282,0.6966666666666667,130.96666666666667,100.18666666666668,0.12,0.0,0.04,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,18,healthcare_inequality,False,economic,1.0007106619167392,300,300,138,0.46,-0.0436183750964456,0.0889745298543828,0.9352544712505096,286,0.7266666666666667,116.47666666666667,90.82666666666668,0.04,0.0,0.03,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,19,consumer_regulation,False,economic,0.8755520577753246,300,300,174,0.58,0.0639647857517921,0.0807070669304687,0.9433427158545804,281,0.71,123.08,92.91,0.0966666666666666,0.0,0.0,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,20,competition_monopoly,False,unweighted,0.0,300,0,0,0.0,,0.0971801342541894,0.930815842081335,286,0.68,139.79666666666665,106.5,0.0633333333333333,0.0,0.0266666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,21,abortion,True,social,0.4104633392560614,300,300,156,0.52,0.0066900610042619,0.0705344579341325,0.9535972985406822,278,0.7266666666666667,138.28666666666666,106.86,0.1233333333333333,0.0033333333333333,0.0466666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,22,authority_civil_liberties,False,social,0.4616993969020112,300,300,142,0.4733333333333333,-0.015269665124155,0.0758032768439979,0.9481754791945644,286,0.6866666666666666,117.08666666666667,88.20666666666666,0.04,0.0,0.0133333333333333,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,23,punishment_justice,True,social,0.3596187178817474,300,300,164,0.5466666666666666,0.0193322283594994,0.0938836503222265,0.9281281254355817,290,0.7033333333333334,124.35666666666668,95.47,0.08,0.0,0.0466666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,24,culture_public_funding,False,economic,1.1257119969930642,300,300,148,0.4933333333333333,-0.0107950142928386,0.0652224892643021,0.9608604735035864,274,0.69,132.94333333333333,102.43333333333334,0.12,0.0,0.05,0.01
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,25,education_authority,False,social,0.5128571477353425,300,300,156,0.52,0.0050508480343003,0.0888037021986822,0.9385044523115365,279,0.65,125.41666666666669,96.01333333333334,0.1166666666666666,0.0033333333333333,0.0233333333333333,0.01
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,26,race_segregation,True,social,0.4612943371342164,300,300,157,0.5233333333333333,0.0144140019433068,0.0793906708081687,0.9434187438811872,283,0.73,134.13,103.56,0.0533333333333333,0.0,0.0466666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,27,family_discipline,True,social,0.5121342554809217,300,300,130,0.4333333333333333,-0.0227899644388073,0.0683234867548323,0.9547214433570675,280,0.7333333333333333,132.13666666666666,100.25666666666666,0.1766666666666666,0.0033333333333333,0.1233333333333333,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,28,family_privacy,False,social,0.4613410673836548,300,300,149,0.4966666666666666,-0.0048988047650213,0.0619236269971787,0.9516747064913174,281,0.75,115.55,88.81,0.1366666666666666,0.0033333333333333,0.0666666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,29,drugs_personal_liberty,False,social,0.4104253525258263,300,300,129,0.43,-0.0215179054075972,0.0753014713876366,0.9444920891245152,282,0.7533333333333333,121.13333333333334,92.53,0.1233333333333333,0.0,0.03,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,30,education_work,False,social,0.5136030936784408,300,300,173,0.5766666666666667,0.029100669160532,0.0803740903806189,0.939892359974272,282,0.71,127.72,96.84333333333332,0.07,0.0,0.0266666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,31,disability_eugenics,True,social,0.5648712533126834,300,300,140,0.4666666666666667,-0.0165314121946575,0.0973728441568398,0.9334217665049864,274,0.6566666666666666,134.96666666666667,104.59,0.0833333333333333,0.0033333333333333,0.21,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,32,family_discipline,False,social,0.5131562180020632,300,300,152,0.5066666666666667,0.0090728017544518,0.0973721589951746,0.9301633349933828,284,0.7333333333333333,118.04666666666668,89.79333333333334,0.09,0.0,0.0366666666666666,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,33,race_culture,True,social,0.4612935639728195,300,300,154,0.5133333333333333,0.0050273209560837,0.0991462505414064,0.9302483107412286,271,0.6633333333333333,153.78666666666666,116.34333333333332,0.1933333333333333,0.0,0.0966666666666666,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,34,welfare_work,False,social,0.4614306212126037,300,300,147,0.49,0.0019328209550485,0.0967859608630509,0.936431582183098,284,0.7133333333333334,133.66666666666666,103.66,0.0466666666666666,0.0,0.05,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,35,psychology_conformity,False,social,0.4105111136492023,300,300,153,0.51,0.0044888507767652,0.0716352977026861,0.9498798869602116,282,0.7733333333333333,129.14333333333337,97.67,0.1133333333333333,0.0,0.0466666666666666,0.02
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,36,immigration_integration,True,social,0.4611848792416653,300,300,139,0.4633333333333333,-0.0092595305577004,0.0839022532865146,0.9455516201453964,274,0.6666666666666666,158.78666666666666,120.64666666666666,0.1933333333333333,0.0,0.1066666666666666,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,37,corporations_markets,False,economic,1.3768419131928735,300,300,154,0.5133333333333333,0.0074049483209927,0.096595611493331,0.931567534884032,279,0.6666666666666666,145.46666666666667,110.23333333333332,0.0833333333333333,0.0,0.0833333333333333,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,38,media_public_funding,False,economic,0.7508538237224593,300,300,132,0.44,-0.0459000030781875,0.0926183672638965,0.9346266531100526,278,0.71,123.09666666666666,94.18,0.1266666666666666,0.0,0.02,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,39,security_surveillance,True,social,0.5132974027497224,300,300,145,0.4833333333333333,-0.0113717671120476,0.093130478854343,0.9344577141736587,279,0.6066666666666667,138.74666666666667,104.34,0.1,0.0,0.1,0.0066666666666666
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,40,democracy_state_power,True,social,0.5639643340616953,300,300,153,0.51,0.0059895708817239,0.0785468459054976,0.9446168219552598,281,0.6866666666666666,127.63666666666668,94.96666666666668,0.1533333333333333,0.0,0.0133333333333333,0.0133333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,41,security_surveillance,True,social,0.5132909025097577,300,300,158,0.5266666666666666,0.0102211941320442,0.1072778042109354,0.9275311829049588,274,0.67,141.87,106.54,0.1233333333333333,0.0,0.0366666666666666,0.0066666666666666
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,42,punishment_justice,True,social,0.5122411510500507,300,300,170,0.5666666666666667,0.0322590933376211,0.0903487152698298,0.932567394539092,280,0.72,133.88333333333333,105.00333333333332,0.14,0.0,0.0366666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,43,hierarchy_authority,True,social,0.4115234475135702,300,300,141,0.47,-0.0002395598279264,0.0893242018126583,0.939402154611209,283,0.69,119.58666666666667,91.81333333333332,0.0566666666666666,0.0,0.08,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,44,culture_tradition,False,social,0.5128889380278736,300,300,148,0.4933333333333333,0.0015737620127291,0.0705520462199462,0.953488936868374,283,0.69,135.18666666666667,102.55,0.14,0.0,0.0566666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,45,punishment_justice,True,social,0.4618695321064948,300,300,161,0.5366666666666666,0.017198317306885,0.0773107286262282,0.949308851658466,275,0.73,129.87,98.70333333333332,0.09,0.0,0.01,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,46,punishment_justice,True,social,0.5123993040403447,300,300,128,0.4266666666666667,-0.0281057497064926,0.0901274009993426,0.9331899932783532,279,0.6866666666666666,115.95666666666666,88.89333333333333,0.11,0.0,0.0366666666666666,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,47,status_culture,False,social,0.3579524589016072,300,300,148,0.4933333333333333,0.0033132881396802,0.0756432214784077,0.948657830864895,287,0.7466666666666667,124.81666666666666,96.77333333333333,0.0666666666666666,0.0033333333333333,0.0333333333333333,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,48,gender_family,True,social,0.4619993252410632,300,300,148,0.4933333333333333,-0.003071370886722,0.0904841420661935,0.9362690277329064,276,0.6766666666666666,124.88,95.79666666666668,0.2166666666666666,0.0,0.1233333333333333,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,49,climate_growth,False,social,0.4606746295395085,300,300,149,0.4966666666666666,-0.0047364044625563,0.0763399759409346,0.9512267453402532,277,0.6866666666666666,131.64,98.82333333333334,0.0766666666666666,0.0,0.04,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,50,conformity_establishment,False,social,0.4101149133735415,300,300,160,0.5333333333333333,0.0133785012770938,0.0642218713881213,0.9557864297862426,287,0.6766666666666666,114.78333333333332,86.67,0.0866666666666666,0.0,0.0266666666666666,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,51,pseudoscience,False,social,0.4625492285723822,300,300,130,0.4333333333333333,-0.0233605004902362,0.0746467984268994,0.9489761061293464,282,0.7,115.39,87.57,0.2866666666666667,0.0,0.04,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,52,religion_morality,True,social,0.4104852657007097,300,300,153,0.51,0.0079549322325608,0.0906020490408927,0.9387723800979704,282,0.6633333333333333,149.43666666666667,115.74666666666668,0.11,0.0,0.09,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,53,charity_welfare,False,economic,1.250823125416466,300,300,146,0.4866666666666667,-0.0117116729614925,0.071123720094843,0.9517929656726488,272,0.7133333333333334,145.64333333333337,111.98666666666666,0.15,0.0033333333333333,0.03,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,54,fate_responsibility,False,social,0.461067800642462,300,300,133,0.4433333333333333,-0.0179964192688397,0.0810046357715367,0.9444587802760892,280,0.71,126.22,95.91333333333333,0.13,0.0,0.07,0.0066666666666666
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,55,religion_education,True,social,0.410186055793005,300,300,160,0.5333333333333333,0.0136007406985627,0.078713809657683,0.942119504283453,282,0.74,114.00333333333332,87.83333333333333,0.0833333333333333,0.0,0.0166666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,56,sexual_morality,True,social,0.4623318433340745,300,300,139,0.4633333333333333,-0.0164899629919619,0.0678761522296993,0.9526911094604774,279,0.68,121.64333333333332,93.84666666666666,0.1,0.0,0.0633333333333333,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,57,lgbt_family,True,social,0.4618926606302363,300,300,136,0.4533333333333333,-0.0184543032221163,0.0789252399306391,0.945152698698062,278,0.7266666666666667,136.89,105.75333333333332,0.1366666666666666,0.0,0.08,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,58,sexuality_expression,True,social,0.4629929933556577,300,300,145,0.4833333333333333,-0.0104669405301904,0.0858536835048442,0.9419697722486567,286,0.7566666666666667,139.10666666666663,106.89,0.21,0.0,0.0766666666666666,0.01
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,59,sexuality_privacy,True,social,0.5127044410478736,300,300,158,0.5266666666666666,0.0102830222998924,0.067263225051965,0.9582600020829728,282,0.7266666666666667,121.41,94.31666666666666,0.0466666666666666,0.0,0.07,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,60,lgbt_identity,True,social,0.5134103128699198,300,300,135,0.45,-0.0190492311696632,0.0997310385103418,0.9269866523589008,280,0.6466666666666666,127.81333333333332,97.72,0.1333333333333333,0.0033333333333333,0.1633333333333333,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_left,61,sexual_morality,True,social,0.4107456076450476,300,300,140,0.4666666666666667,-0.0055691725201074,0.0967894434491267,0.9321906217134952,281,0.7033333333333334,119.87333333333332,92.35333333333334,0.1366666666666666,0.0,0.0266666666666666,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,0,globalization_corporations,False,economic,1.1256724443927717,300,300,146,0.4866666666666667,-0.0236453778706555,0.0661527976986716,0.955713235843211,272,0.6966666666666667,151.19333333333333,113.76666666666668,0.0866666666666666,0.0,0.02,0.0133333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,1,nationalism,False,social,0.5117596845338225,300,300,167,0.5566666666666666,0.0301574566843474,0.0611509275877771,0.961132351902452,278,0.7066666666666667,110.63666666666668,84.01,0.11,0.0,0.0066666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,2,nationalism,False,social,0.4615140033271022,300,300,147,0.49,-0.006438676632534,0.0854215898091299,0.944021819224577,281,0.7033333333333334,148.54666666666665,113.33666666666667,0.1733333333333333,0.0,0.0466666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,3,race_ethnicity,True,social,0.4614170123122114,300,300,145,0.4833333333333333,-0.003652244668848,0.079360101450755,0.9421902122418434,272,0.71,123.09666666666666,92.66,0.0966666666666666,0.0,0.0966666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,4,foreign_policy,False,social,0.461861066717613,300,300,164,0.5466666666666666,0.0195084031503618,0.0806238635440945,0.9443125773972776,274,0.6933333333333334,128.1,95.80666666666669,0.1333333333333333,0.0033333333333333,0.0133333333333333,0.0266666666666666
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,5,war_international_law,True,social,0.4107146578260567,300,300,159,0.53,0.0140796280997565,0.0745569986677715,0.9462760723192642,288,0.73,138.45,105.95333333333332,0.2633333333333333,0.0,0.0233333333333333,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,6,media_information,False,social,0.4622518323224769,300,300,143,0.4766666666666667,-0.0132957242325059,0.0637764755754014,0.9570262134953406,281,0.72,131.06333333333333,98.96,0.1266666666666666,0.0,0.0233333333333333,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,7,class_nationality,False,economic,1.1262983257167811,300,300,139,0.4633333333333333,-0.0407871720242434,0.0754858024145967,0.9473251048311558,280,0.6933333333333334,142.32666666666665,109.32,0.12,0.0,0.0133333333333333,0.0066666666666666
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,8,macroeconomics,False,economic,1.1264763070556578,300,300,160,0.5333333333333333,0.0352304109057323,0.0608229877335551,0.9584285947480898,275,0.72,127.90333333333334,94.93666666666668,0.1,0.0,0.0066666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,9,environment_regulation,False,economic,1.0019515241771093,300,300,136,0.4533333333333333,-0.0522047184687165,0.0870776498797785,0.9377295342078678,282,0.7166666666666667,128.00333333333333,95.71666666666668,0.0833333333333333,0.0,0.0033333333333333,0.0133333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,10,redistribution,False,economic,1.125634807287937,300,300,120,0.4,-0.0935281123628085,0.0837337801807543,0.943253369558298,280,0.6966666666666667,135.64666666666668,103.70666666666666,0.1066666666666666,0.0,0.01,0.0066666666666666
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,11,markets_property,False,economic,1.2511662022059689,300,300,158,0.5266666666666666,0.0356971276193487,0.0786882087376551,0.9459128214415792,286,0.7133333333333334,143.08,107.60666666666668,0.12,0.0033333333333333,0.01,0.01
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,12,commodification,False,economic,1.2517030857192872,300,300,151,0.5033333333333333,-0.0141834072168561,0.0812687663690241,0.9423281272441212,284,0.77,129.85333333333332,99.95,0.1133333333333333,0.0,0.1266666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,13,markets_property,False,economic,1.1273100422920703,300,300,136,0.4533333333333333,-0.0521182036572391,0.0617541584335952,0.9562895473924672,280,0.7166666666666667,129.44333333333333,98.98666666666666,0.0666666666666666,0.0,0.0133333333333333,0.0066666666666666
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,14,finance_inequality,False,economic,1.2511874581086335,300,300,154,0.5133333333333333,-0.0005228885398279,0.0761901494967113,0.947239148282443,278,0.6866666666666666,134.50333333333333,103.61333333333332,0.1266666666666666,0.0,0.0666666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,15,trade_protectionism,False,economic,1.126856500617869,300,300,145,0.4833333333333333,-0.0169421809026335,0.0807790498118575,0.9419299942425884,283,0.7233333333333334,126.44333333333331,93.81333333333332,0.18,0.0,0.01,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,16,corporate_responsibility,False,economic,1.1256829106130049,300,300,171,0.57,0.0698098010968706,0.0641577554374706,0.9580897788999558,281,0.71,127.42333333333332,95.81666666666666,0.0766666666666666,0.0,0.0266666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,17,taxation_inequality,False,economic,1.0023483782388944,300,300,156,0.52,0.0196815932533248,0.0778694582011329,0.9440322664468486,284,0.74,134.24333333333334,102.08,0.1466666666666666,0.0,0.01,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,18,healthcare_inequality,False,economic,1.0007106619167392,300,300,170,0.5666666666666667,0.0572609178323705,0.0678727865070743,0.9521074942570744,288,0.7733333333333333,121.53333333333332,94.43666666666668,0.0766666666666666,0.0,0.0133333333333333,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,19,consumer_regulation,False,economic,0.8755520577753246,300,300,129,0.43,-0.0560976251442799,0.0886920814224483,0.9401240274058964,281,0.7,124.99,94.01666666666668,0.11,0.0,0.01,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,20,competition_monopoly,False,unweighted,0.0,300,0,0,0.0,,0.0676845061151054,0.9532473381514484,283,0.7066666666666667,138.56666666666666,104.53666666666666,0.1233333333333333,0.0,0.0066666666666666,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,21,abortion,True,social,0.4104633392560614,300,300,155,0.5166666666666667,0.0086709927543398,0.0687526724813427,0.9521855712993834,280,0.7433333333333333,136.27333333333334,104.57,0.1633333333333333,0.0,0.0433333333333333,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,22,authority_civil_liberties,False,social,0.4616993969020112,300,300,141,0.47,-0.0142819873068562,0.0629065592402872,0.9564515995981544,288,0.7466666666666667,111.49666666666668,83.39666666666666,0.08,0.0,0.01,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,23,punishment_justice,True,social,0.3596187178817474,300,300,158,0.5266666666666666,0.0142005955513136,0.0913532776471496,0.938500627333216,287,0.6733333333333333,128.10333333333332,97.6,0.1333333333333333,0.0,0.0566666666666666,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,24,culture_public_funding,False,economic,1.1257119969930642,300,300,155,0.5166666666666667,0.0159396446377471,0.0775032366221625,0.9465440400255845,280,0.69,124.7,95.38333333333334,0.1366666666666666,0.0,0.01,0.01
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,25,education_authority,False,social,0.5128571477353425,300,300,151,0.5033333333333333,0.0024643428605536,0.0773745586535471,0.9448140078843678,283,0.69,119.30666666666669,91.14,0.13,0.0033333333333333,0.0066666666666666,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,26,race_segregation,True,social,0.4612943371342164,300,300,144,0.48,-0.0037144787406594,0.0744749977631833,0.9455329339993912,284,0.7266666666666667,134.95666666666668,103.42333333333332,0.0733333333333333,0.0,0.05,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,27,family_discipline,True,social,0.5121342554809217,300,300,132,0.44,-0.0159530645803315,0.0696873691130193,0.9537878147904932,278,0.73,125.01666666666668,93.61666666666666,0.2066666666666666,0.0,0.04,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,28,family_privacy,False,social,0.4613410673836548,300,300,147,0.49,-0.0045344234617289,0.0610752736879864,0.9604769770427828,279,0.75,119.10333333333334,90.77666666666669,0.15,0.0,0.0333333333333333,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,29,drugs_personal_liberty,False,social,0.4104253525258263,300,300,131,0.4366666666666666,-0.0208848906483824,0.0679934218891821,0.943731697094748,277,0.74,118.56,90.14333333333332,0.14,0.0,0.0166666666666666,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,30,education_work,False,social,0.5136030936784408,300,300,175,0.5833333333333334,0.0347734073837117,0.0716985759900605,0.94793669553214,284,0.76,118.56666666666666,89.95,0.0966666666666666,0.0,0.0133333333333333,0.0033333333333333
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,31,disability_eugenics,True,social,0.5648712533126834,300,300,139,0.4633333333333333,-0.0149468044994222,0.077113681523984,0.9506894239825416,272,0.6633333333333333,142.77333333333334,108.75666666666666,0.1733333333333333,0.0033333333333333,0.1666666666666666,0.0
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,32,family_discipline,False,social,0.5131562180020632,300,300,154,0.5133333333333333,0.0065150427666618,0.0797628787100333,0.9469269773182792,275,0.7266666666666667,112.91,84.78333333333333,0.0966666666666666,0.0,0.0333333333333333,0.0066666666666666
