model,ideology,config_id,context_id,instr_combo,key_type,perm_id,persona_combo,n,accuracy,macro_f1,negative_f1,positive_f1,mean_confidence,positive_pred_rate,positive_gold_rate
gemma-3-1b-it,base,35,1,question_first_idx2,uppercase_start,1,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9296502719254541,0.0,0.6333333333333333
gemma-3-1b-it,base,36,-1,options_first_idx0,numeric_zero_index,3,base,30,0.4,0.325,0.55,0.1,0.9590107935342259,0.03333333333333333,0.6333333333333333
gemma-3-1b-it,base,37,-1,question_first_idx3,numeric_zero_index,0,base,30,0.4666666666666667,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.7527177381923423,0.5666666666666667,0.6333333333333333
gemma-3-1b-it,base,38,-1,options_first_idx1,numeric,3,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9631896991198095,1.0,0.6333333333333333
gemma-3-1b-it,base,39,-1,question_first_idx4,numeric,1,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9477809424894607,1.0,0.6333333333333333
gemma-3-1b-it,base,40,1,question_first_idx1,numeric_zero_index,1,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9927848935376598,0.0,0.6333333333333333
gemma-3-1b-it,base,41,2,options_first_idx1,numeric,0,base,30,0.6,0.48863636363636365,0.25,0.7272727272727273,0.8669146029266463,0.8333333333333334,0.6333333333333333
gemma-3-1b-it,base,42,2,options_first_idx0,numeric_zero_index,3,base,30,0.5,0.4712103407755582,0.5945945945945946,0.34782608695652173,0.9557796845364812,0.13333333333333333,0.6333333333333333
gemma-3-1b-it,base,43,-1,question_first_idx2,uppercase_start,2,base,30,0.6,0.5238095238095238,0.3333333333333333,0.7142857142857143,0.8797373503690143,0.7666666666666667,0.6333333333333333
gemma-3-1b-it,base,44,1,question_first_idx2,numeric,1,base,30,0.6,0.5927601809954751,0.5384615384615384,0.6470588235294118,0.858571268839462,0.5,0.6333333333333333
gemma-3-1b-it,base,45,4,question_first_idx3,lowercase_start,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9793304193109519,0.0,0.6333333333333333
gemma-3-1b-it,base,46,-1,question_first_idx1,numeric,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9664399241084801,1.0,0.6333333333333333
gemma-3-1b-it,base,47,-1,question_first_idx2,numeric,0,base,30,0.7,0.6000000000000001,0.4,0.8,0.9655426933816642,0.8666666666666667,0.6333333333333333
gemma-3-1b-it,base,48,3,question_first_idx1,numeric_zero_index,3,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9990163746386888,1.0,0.6333333333333333
gemma-3-1b-it,base,49,-1,options_first_idx4,lowercase_start,3,base,30,0.5666666666666667,0.3617021276595745,0.0,0.723404255319149,0.8168304281162645,0.9333333333333333,0.6333333333333333
gemma-3-1b-it,base,50,4,question_first_idx3,numeric_zero_index,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9605005371264196,0.0,0.6333333333333333
gemma-3-1b-it,base,51,-1,options_first_idx1,numeric_zero_index,2,base,30,0.4,0.325,0.55,0.1,0.8760704685821109,0.03333333333333333,0.6333333333333333
gemma-3-1b-it,base,52,0,options_first_idx4,lowercase_start,1,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9988566880119861,0.0,0.6333333333333333
gemma-3-1b-it,base,53,-1,question_first_idx1,numeric_zero_index,0,base,30,0.7,0.696969696969697,0.6666666666666666,0.7272727272727273,0.9436265879198434,0.4666666666666667,0.6333333333333333
gemma-3-1b-it,base,54,4,options_first_idx1,lowercase_start,0,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.8382994588177809,1.0,0.6333333333333333
gemma-3-1b-it,base,55,-1,question_first_idx0,uppercase_start,1,base,30,0.4,0.354066985645933,0.5263157894736842,0.18181818181818182,0.7489592832319794,0.1,0.6333333333333333
gemma-3-1b-it,base,56,-1,options_first_idx1,uppercase_start,3,base,30,0.7,0.6306429548563611,0.47058823529411764,0.7906976744186046,0.6889229951140668,0.8,0.6333333333333333
gemma-3-1b-it,base,57,4,question_first_idx1,uppercase_start,3,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9741698771865429,1.0,0.6333333333333333
gemma-3-1b-it,base,58,-1,question_first_idx0,numeric,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9941947586385356,1.0,0.6333333333333333
gemma-3-1b-it,base,59,-1,options_first_idx3,numeric,3,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9961935928141508,1.0,0.6333333333333333
gemma-3-1b-it,base,60,-1,question_first_idx3,lowercase_start,3,base,30,0.3,0.23076923076923078,0.46153846153846156,0.0,0.794673881593185,0.06666666666666667,0.6333333333333333
gemma-3-1b-it,base,61,1,options_first_idx4,numeric_zero_index,3,base,30,0.7333333333333333,0.6273291925465838,0.42857142857142855,0.8260869565217391,0.8599993849114597,0.9,0.6333333333333333
gemma-3-1b-it,base,62,0,options_first_idx2,numeric,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9963711403184163,0.0,0.6333333333333333
gemma-3-1b-it,base,63,4,question_first_idx1,lowercase_start,3,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9351244781142698,1.0,0.6333333333333333
gemma-3-1b-it,base,64,3,options_first_idx4,numeric_zero_index,1,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.8891542631516232,0.0,0.6333333333333333
gemma-3-1b-it,base,65,-1,question_first_idx2,uppercase_start,0,base,30,0.6666666666666666,0.5341614906832298,0.2857142857142857,0.782608695652174,0.9276079754730607,0.9,0.6333333333333333
gemma-3-1b-it,base,66,4,question_first_idx2,uppercase_start,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.8636939155994753,0.0,0.6333333333333333
gemma-3-1b-it,base,67,-1,options_first_idx0,lowercase_start,2,base,30,0.5666666666666667,0.4222222222222222,0.13333333333333333,0.7111111111111111,0.6992060826540315,0.8666666666666667,0.6333333333333333
gemma-3-1b-it,base,68,1,question_first_idx3,uppercase_start,3,base,30,0.3,0.2596944770857814,0.43243243243243246,0.08695652173913043,0.7681123039719058,0.13333333333333333,0.6333333333333333
gemma-3-1b-it,base,69,1,question_first_idx2,uppercase_start,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9936553657992291,0.0,0.6333333333333333
gemma-3-1b-it,base,70,-1,question_first_idx3,numeric_zero_index,2,base,30,0.6333333333333333,0.576379974326059,0.42105263157894735,0.7317073170731707,0.7999161733455402,0.7333333333333333,0.6333333333333333
gemma-3-1b-it,base,71,-1,question_first_idx4,numeric,1,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9477406647822229,1.0,0.6333333333333333
gemma-3-1b-it,base,72,2,question_first_idx4,numeric,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9995144135149159,0.0,0.6333333333333333
gemma-3-1b-it,base,73,-1,question_first_idx0,uppercase_start,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.8174376236984685,0.0,0.6333333333333333
gemma-3-1b-it,base,74,-1,question_first_idx1,numeric_zero_index,1,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9081860701641971,0.0,0.6333333333333333
gemma-3-1b-it,base,75,-1,options_first_idx0,numeric,0,base,30,0.36666666666666664,0.3301997649823737,0.4864864864864865,0.17391304347826086,0.8225581524928578,0.13333333333333333,0.6333333333333333
gemma-3-1b-it,base,76,3,question_first_idx2,lowercase_start,3,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.8291720987573448,1.0,0.6333333333333333
gemma-3-1b-it,base,77,-1,question_first_idx3,numeric,3,base,30,0.3333333333333333,0.33035714285714285,0.2857142857142857,0.375,0.7848503259796743,0.43333333333333335,0.6333333333333333
gemma-3-1b-it,base,78,-1,options_first_idx4,uppercase_start,1,base,30,0.43333333333333335,0.3772893772893773,0.5641025641025641,0.19047619047619047,0.8676935948737802,0.06666666666666667,0.6333333333333333
gemma-3-1b-it,base,79,4,question_first_idx0,lowercase_start,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9445805567378891,1.0,0.6333333333333333
gemma-3-1b-it,base,80,-1,options_first_idx3,numeric,1,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9973700369337721,0.0,0.6333333333333333
gemma-3-1b-it,base,81,1,question_first_idx4,lowercase_start,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9910552240715177,0.0,0.6333333333333333
gemma-3-1b-it,base,82,2,options_first_idx2,lowercase_start,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9555124920448193,0.0,0.6333333333333333
gemma-3-1b-it,base,83,2,options_first_idx4,lowercase_start,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.8382274191537094,0.0,0.6333333333333333
gemma-3-1b-it,base,84,-1,options_first_idx4,numeric_zero_index,2,base,30,0.6,0.375,0.0,0.75,0.8126394778515309,0.9666666666666667,0.6333333333333333
gemma-3-1b-it,base,85,2,question_first_idx4,numeric,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9990045880200351,1.0,0.6333333333333333
gemma-3-1b-it,base,86,1,options_first_idx0,lowercase_start,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.8465844259620064,0.0,0.6333333333333333
gemma-3-1b-it,base,87,0,question_first_idx1,lowercase_start,1,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9520013626575545,0.0,0.6333333333333333
gemma-3-1b-it,base,88,3,options_first_idx0,uppercase_start,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9841887881162682,1.0,0.6333333333333333
gemma-3-1b-it,base,89,-1,question_first_idx1,numeric,0,base,30,0.5666666666666667,0.5622895622895623,0.5185185185185185,0.6060606060606061,0.9225087589696176,0.4666666666666667,0.6333333333333333
gemma-3-1b-it,base,90,-1,options_first_idx4,numeric_zero_index,0,base,30,0.3333333333333333,0.25,0.5,0.0,0.8864626494918381,0.03333333333333333,0.6333333333333333
gemma-3-1b-it,base,91,4,options_first_idx4,numeric,2,base,30,0.5666666666666667,0.5542857142857143,0.6285714285714286,0.48,0.7868110225762935,0.2,0.6333333333333333
gemma-3-1b-it,base,92,-1,question_first_idx3,uppercase_start,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9344957882294774,0.0,0.6333333333333333
gemma-3-1b-it,base,93,2,question_first_idx4,uppercase_start,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9968818337533906,1.0,0.6333333333333333
gemma-3-1b-it,base,94,-1,question_first_idx1,numeric,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9664399241084801,1.0,0.6333333333333333
gemma-3-1b-it,base,95,3,options_first_idx2,uppercase_start,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9893820739855916,0.0,0.6333333333333333
gemma-3-1b-it,base,96,-1,question_first_idx3,lowercase_start,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.953589486580893,1.0,0.6333333333333333
gemma-3-1b-it,base,97,2,options_first_idx0,numeric_zero_index,0,base,30,0.43333333333333335,0.3772893772893773,0.5641025641025641,0.19047619047619047,0.9845640527851984,0.06666666666666667,0.6333333333333333
gemma-3-1b-it,base,98,-1,options_first_idx3,lowercase_start,1,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9973857558257729,0.0,0.6333333333333333
gemma-3-1b-it,base,99,-1,question_first_idx0,uppercase_start,3,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9011787644027902,1.0,0.6333333333333333
gemma-3-1b-it,base,100,2,question_first_idx3,uppercase_start,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9608386200128363,1.0,0.6333333333333333
gemma-3-1b-it,base,101,0,question_first_idx2,uppercase_start,1,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9227025723201083,0.0,0.6333333333333333
gemma-3-1b-it,base,102,-1,question_first_idx4,uppercase_start,2,base,30,0.6,0.375,0.0,0.75,0.8757420613983931,0.9666666666666667,0.6333333333333333
gemma-3-1b-it,base,103,1,question_first_idx0,numeric_zero_index,1,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9904211268230638,0.0,0.6333333333333333
gemma-3-1b-it,base,104,-1,question_first_idx3,uppercase_start,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9344957882294774,0.0,0.6333333333333333
gemma-3-1b-it,base,105,2,question_first_idx2,numeric,3,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.985408454940012,1.0,0.6333333333333333
gemma-3-1b-it,base,106,-1,options_first_idx2,numeric,3,base,30,0.8,0.7443181818181819,0.625,0.8636363636363636,0.8149192543102985,0.8333333333333334,0.6333333333333333
gemma-3-1b-it,base,107,3,options_first_idx0,uppercase_start,3,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9474425065833897,1.0,0.6333333333333333
gemma-3-1b-it,base,108,-1,options_first_idx4,lowercase_start,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.7147598680139624,0.0,0.6333333333333333
gemma-3-1b-it,base,109,3,options_first_idx3,numeric,1,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.999665420133417,0.0,0.6333333333333333
gemma-3-1b-it,base,110,2,question_first_idx2,uppercase_start,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9975510056117183,1.0,0.6333333333333333
gemma-3-1b-it,base,111,-1,options_first_idx2,numeric,1,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.8715699737199165,1.0,0.6333333333333333
gemma-3-1b-it,base,112,-1,question_first_idx3,numeric,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9927602826883344,0.0,0.6333333333333333
gemma-3-1b-it,base,113,-1,options_first_idx3,lowercase_start,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.8757091236283229,1.0,0.6333333333333333
gemma-3-1b-it,base,114,2,question_first_idx2,uppercase_start,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9979908412564594,0.0,0.6333333333333333
gemma-3-1b-it,base,115,-1,options_first_idx1,lowercase_start,3,base,30,0.6,0.5238095238095238,0.3333333333333333,0.7142857142857143,0.6498710901465903,0.7666666666666667,0.6333333333333333
gemma-3-1b-it,base,116,0,options_first_idx2,lowercase_start,1,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9240599580803576,0.0,0.6333333333333333
gemma-3-1b-it,base,117,-1,options_first_idx2,numeric_zero_index,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9403675313964602,1.0,0.6333333333333333
gemma-3-1b-it,base,118,4,options_first_idx0,lowercase_start,3,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9836891609124372,1.0,0.6333333333333333
gemma-3-1b-it,base,119,3,options_first_idx3,uppercase_start,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9844711258519447,1.0,0.6333333333333333
gemma-3-1b-it,base,120,1,question_first_idx4,lowercase_start,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9963464377751587,1.0,0.6333333333333333
gemma-3-1b-it,base,121,1,options_first_idx4,uppercase_start,3,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9240508002073872,1.0,0.6333333333333333
gemma-3-1b-it,base,122,-1,question_first_idx3,lowercase_start,1,base,30,0.6666666666666666,0.47916666666666663,0.16666666666666666,0.7916666666666666,0.8680036966327662,0.9666666666666667,0.6333333333333333
gemma-3-1b-it,base,123,3,question_first_idx0,lowercase_start,1,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9924315138761038,0.0,0.6333333333333333
gemma-3-1b-it,base,124,4,question_first_idx0,numeric_zero_index,3,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.974275696968436,1.0,0.6333333333333333
gemma-3-1b-it,base,125,-1,question_first_idx2,numeric_zero_index,2,base,30,0.6333333333333333,0.6329254727474972,0.6451612903225806,0.6206896551724138,0.9361234124009937,0.3333333333333333,0.6333333333333333
gemma-3-1b-it,base,126,0,options_first_idx3,numeric_zero_index,3,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9949446107689565,0.0,0.6333333333333333
gemma-3-1b-it,base,127,-1,options_first_idx1,numeric_zero_index,3,base,30,0.5666666666666667,0.5622895622895623,0.6060606060606061,0.5185185185185185,0.8070189466127579,0.26666666666666666,0.6333333333333333
gemma-3-1b-it,base,128,2,options_first_idx0,numeric,1,base,30,0.5333333333333333,0.513888888888889,0.6111111111111112,0.4166666666666667,0.8785021952189825,0.16666666666666666,0.6333333333333333
gemma-3-1b-it,base,129,4,question_first_idx4,uppercase_start,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9989234366054044,0.0,0.6333333333333333
gemma-3-1b-it,base,130,-1,options_first_idx4,uppercase_start,0,base,30,0.43333333333333335,0.40070505287896596,0.5405405405405406,0.2608695652173913,0.6569543126044627,0.13333333333333333,0.6333333333333333
gemma-3-1b-it,base,131,-1,options_first_idx3,lowercase_start,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.8758793614855651,1.0,0.6333333333333333
gemma-3-1b-it,base,132,-1,question_first_idx3,lowercase_start,3,base,30,0.3,0.23076923076923078,0.46153846153846156,0.0,0.794673881593185,0.06666666666666667,0.6333333333333333
gemma-3-1b-it,base,133,3,options_first_idx0,numeric_zero_index,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9931635155658749,1.0,0.6333333333333333
gemma-3-1b-it,base,134,4,question_first_idx2,uppercase_start,3,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9495603302112416,1.0,0.6333333333333333
gemma-3-1b-it,base,135,-1,options_first_idx4,numeric,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9344321540047205,1.0,0.6333333333333333
gemma-3-1b-it,base,136,-1,options_first_idx0,uppercase_start,2,base,30,0.6666666666666666,0.5341614906832298,0.2857142857142857,0.782608695652174,0.76435596002081,0.9,0.6333333333333333
gemma-3-1b-it,base,137,-1,question_first_idx1,lowercase_start,2,base,30,0.6,0.375,0.0,0.75,0.8873035389745115,0.9666666666666667,0.6333333333333333
gemma-3-1b-it,base,138,-1,question_first_idx4,numeric_zero_index,1,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9193269469472986,0.0,0.6333333333333333
gemma-3-1b-it,base,139,-1,options_first_idx2,lowercase_start,3,base,30,0.5666666666666667,0.5661846496106786,0.5806451612903226,0.5517241379310345,0.6873965812512035,0.3333333333333333,0.6333333333333333
gemma-3-1b-it,base,140,0,options_first_idx4,numeric,2,base,30,0.8666666666666667,0.8412698412698413,0.7777777777777778,0.9047619047619048,0.7972023841044962,0.7666666666666667,0.6333333333333333
gemma-3-1b-it,base,141,-1,question_first_idx4,numeric_zero_index,3,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9431828472261454,1.0,0.6333333333333333
gemma-3-1b-it,base,142,0,options_first_idx4,numeric,1,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9616462608233927,0.0,0.6333333333333333
gemma-3-1b-it,base,143,0,options_first_idx0,numeric,1,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9876656255015236,0.0,0.6333333333333333
gemma-3-1b-it,base,144,0,options_first_idx1,uppercase_start,3,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9920680963147714,1.0,0.6333333333333333
gemma-3-1b-it,base,145,-1,question_first_idx4,lowercase_start,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9590927260909289,1.0,0.6333333333333333
gemma-3-1b-it,base,146,-1,question_first_idx4,numeric,3,base,30,0.3333333333333333,0.2822966507177033,0.47368421052631576,0.09090909090909091,0.8757153737936758,0.1,0.6333333333333333
gemma-3-1b-it,base,147,-1,question_first_idx3,uppercase_start,3,base,30,0.4,0.4,0.4,0.4,0.761098496242782,0.36666666666666664,0.6333333333333333
gemma-3-1b-it,base,148,-1,options_first_idx3,lowercase_start,3,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9957298317354208,1.0,0.6333333333333333
gemma-3-1b-it,base,149,-1,options_first_idx1,uppercase_start,0,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9564281336216193,1.0,0.6333333333333333
