ideology,question_id,delta__stage1_tokens__count,delta__stage1_tokens__mean,delta__stage1_tokens__std,delta__visible_words__count,delta__visible_words__mean,delta__visible_words__std,delta__classification_entropy__count,delta__classification_entropy__mean,delta__classification_entropy__std,delta__classification_margin__count,delta__classification_margin__mean,delta__classification_margin__std,delta__explicit_stance_found__count,delta__explicit_stance_found__mean,delta__explicit_stance_found__std,delta__stage1_stage2_agree__count,delta__stage1_stage2_agree__mean,delta__stage1_stage2_agree__std,delta__target_aligned__count,delta__target_aligned__mean,delta__target_aligned__std,delta__target_projection_expected__count,delta__target_projection_expected__mean,delta__target_projection_expected__std,delta__visible_hedging_present__count,delta__visible_hedging_present__mean,delta__visible_hedging_present__std,delta__visible_balance_present__count,delta__visible_balance_present__mean,delta__visible_balance_present__std,delta__visible_actual_refusal_present__count,delta__visible_actual_refusal_present__mean,delta__visible_actual_refusal_present__std,delta__visible_moral_distance_present__count,delta__visible_moral_distance_present__mean,delta__visible_moral_distance_present__std,delta__visible_persona_meta_present__count,delta__visible_persona_meta_present__mean,delta__visible_persona_meta_present__std,delta__visible_self_correction_present__count,delta__visible_self_correction_present__mean,delta__visible_self_correction_present__std,delta__visible_counterargument_present__count,delta__visible_counterargument_present__mean,delta__visible_counterargument_present__std,delta__persona_vocab_overlap_fraction__count,delta__persona_vocab_overlap_fraction__mean,delta__persona_vocab_overlap_fraction__std,abliteration_harm,abliteration_rescue,both_aligned,both_unaligned,alignment_switch_rate,question_page,topic,sensitive_topic,scorer_axis,scorer_weight_range,agree_pole_sign,weight_0_strongly_disagree,weight_1_disagree,weight_2_agree,weight_3_strongly_agree,statement_words,statement_chars,absolute_term_count,negation_count,modal_count,concessive_count,clause_marker_count,question_feature_version
libertarian_right,27,300,-34.23,78.30049163298118,300,-26.546666666666667,56.28042385459676,300,0.006941799987702,0.1219080856597727,300,-0.0076266861543051,0.1232923220107556,300,0.02,0.2304568677496433,300,0.0233333333333333,0.3105538620373443,300,-0.1033333333333333,0.3827233283226453,300,-0.0548064219676634,0.1493538070419458,300,0.01,0.5635826630230925,300,-0.0233333333333333,0.2639845608809359,300,-0.01,0.0996649906832533,300,-0.0166666666666666,0.1726893964541963,300,0.0133333333333333,0.4247630331569331,300,-0.01,0.2082736815380299,300,-0.0033333333333333,0.100111420647375,300,-0.0019512195121951,0.0552824735017441,39.0,8.0,40.0,213.0,0.1566666666666666,3,family_discipline,True,social,0.5121342554809217,1,-0.2429691962297503,-0.141265633974797,0.1150697709533757,0.2691650592511714,8,52,0,0,1,0,0,v1
authoritarian_left,31,300,-57.72,105.25440560691771,300,-46.78,80.37215860979884,300,-0.0141412715312707,0.1169581694657972,300,0.0112394477775117,0.1200817816168196,300,0.0066666666666666,0.1634357970419516,300,0.0566666666666666,0.3749544751259082,300,0.1033333333333333,0.4162126846759633,300,0.0538639350046912,0.1972257718368893,300,-0.04,0.5025686528586124,300,-0.0133333333333333,0.2709247551727975,300,-0.0033333333333333,0.0577350269189625,300,-0.13,0.4086440585095836,300,-0.05,0.4707142512762016,300,-0.0066666666666666,0.2452673557737549,300,0.0033333333333333,0.0577350269189625,300,-0.0047286821705426,0.0498998576905946,12.0,43.0,197.0,48.0,0.1833333333333333,3,disability_eugenics,True,social,0.5648712533126834,1,-0.2824356266563417,-0.1799160768022441,0.1799160768022441,0.2824356266563417,11,80,0,1,1,0,0,v1
libertarian_right,42,300,-22.90333333333333,75.76155599496451,300,-17.26,55.80657349707962,300,-0.0144235533256587,0.1117154193233643,300,0.0152805205336392,0.1094756176497377,300,0.0066666666666666,0.1827572788302572,300,0.02,0.316121986530347,300,-0.1133333333333333,0.4095297354727045,300,-0.0534394887245555,0.1686223256620937,300,0.0066666666666666,0.5041190424082564,300,-0.0066666666666666,0.4006126857312244,300,0.0,0.0,300,-0.0366666666666666,0.2355997588640778,300,0.0066666666666666,0.4249204791497955,300,0.01,0.2082736815380299,300,-0.0066666666666666,0.2162825683841512,300,-0.0074796747967479,0.0481604006360942,44.0,10.0,49.0,197.0,0.18,4,punishment_justice,True,social,0.5122411510500507,1,-0.2561205755250254,-0.1536405536639065,0.1536405536639065,0.2561205755250254,12,66,0,0,1,0,0,v1
libertarian_left,19,300,-20.7,62.780900531705576,300,-16.863333333333333,44.67524572763951,300,0.0078071245142278,0.0776903803161122,300,-0.0062208730916883,0.0756482291811315,300,0.0033333333333333,0.1917763003784489,300,0.0166666666666666,0.3215590505108515,300,0.07,0.4752397740187206,300,0.0529205612304519,0.2874394529532134,300,0.0133333333333333,0.5361408823321674,300,0.0066666666666666,0.3270761658745041,300,0.0,0.0,300,-0.0433333333333333,0.3393711805918065,300,-0.04,0.3815125678989919,300,0.0033333333333333,0.2520595212041283,300,0.0,0.3747909116090586,300,-0.0109523809523809,0.0599960562639631,24.0,45.0,94.0,137.0,0.23,2,consumer_regulation,False,economic,0.8755520577753246,-1,0.4689684426397087,0.2190226218104331,-0.2814074493145257,-0.4065836151356159,8,63,0,0,1,0,0,v1
libertarian_right,9,300,-22.14,55.37250322779686,300,-17.833333333333332,40.51399141725502,300,0.0042963908515908,0.0984625400350801,300,-0.003569102365879,0.1057454541192755,300,-0.0066666666666666,0.1154700538379251,300,-0.0166666666666666,0.2886751345948129,300,-0.0366666666666666,0.2749075044608979,300,-0.0480668036131775,0.2158548106870198,300,-0.03,0.5065787930604629,300,-0.0033333333333333,0.1917763003784489,300,0.0,0.0,300,-0.0233333333333333,0.2072003753391658,300,-0.0333333333333333,0.4236592728681616,300,-0.0366666666666666,0.3301801812078221,300,-0.0066666666666666,0.2832365891624115,300,-0.0109756097560975,0.0612279630008378,17.0,6.0,258.0,19.0,0.0766666666666666,2,environment_regulation,False,economic,1.0019515241771093,-1,0.5009757620885547,0.2500578405142084,-0.2500578405142084,-0.5009757620885547,13,103,1,1,0,0,1,v1
authoritarian_left,26,300,-25.92,70.51587453809894,300,-19.37,52.260600211327095,300,-0.0006803603924673,0.1318314579856973,300,-0.0005593393930318,0.1490305409499169,300,0.0033333333333333,0.1292720377913879,300,0.01,0.300334261942125,300,0.1,0.4590232468373726,300,0.046398915759216,0.1686377596705351,300,0.0066666666666666,0.4169753594520779,300,0.01,0.1915436326550751,300,0.0,0.0,300,-0.1366666666666666,0.4146024677242435,300,-0.0166666666666666,0.3417281805570692,300,-0.0266666666666666,0.315627880187086,300,0.0,0.081786082010953,300,-0.0023255813953488,0.0548456357299807,18.0,48.0,129.0,105.0,0.22,3,race_segregation,True,social,0.4612943371342164,1,-0.2306471685671082,-0.1287015914139468,0.1287015914139468,0.2306471685671082,24,122,2,0,1,1,2,v1
libertarian_right,23,300,-26.81,59.88171646300051,300,-19.596666666666668,43.225789584145225,300,-0.0066485836330424,0.1470651520501618,300,0.0051708743805342,0.1460126523515589,300,0.0233333333333333,0.1903760287693513,300,0.0033333333333333,0.3421194351615721,300,-0.14,0.4558060961904907,300,-0.0429850725878016,0.11437547052202,300,0.01,0.4871938623707944,300,-0.0266666666666666,0.3361530680698872,300,0.0,0.0,300,-0.0833333333333333,0.3513788732942654,300,-0.0233333333333333,0.3872407609122892,300,0.0466666666666666,0.3979322250601981,300,0.0033333333333333,0.100111420647375,300,-0.0069918699186991,0.0538839946508639,55.0,13.0,111.0,121.0,0.2266666666666666,3,punishment_justice,True,social,0.3596187178817474,1,-0.1669760268080711,-0.1152757727821722,0.089609108516567,0.1926426910736762,11,42,0,0,0,0,0,v1
authoritarian_left,16,300,-14.943333333333332,49.30751354369596,300,-12.89,35.846167518334624,300,0.0036129987267709,0.0831271078436628,300,-0.0016274330712811,0.0973974810170665,300,0.0033333333333333,0.1292720377913878,300,0.0133333333333333,0.2709247551727975,300,0.0333333333333333,0.3041885233667585,300,0.0421864195953706,0.3164303223694031,300,-0.0166666666666666,0.2768471963423704,300,0.01,0.1915436326550751,300,0.0,0.0,300,-0.02,0.2154562709281728,300,-0.0066666666666666,0.356434717606567,300,0.0133333333333333,0.1148893122493092,300,0.0,0.0,300,-0.0120930232558139,0.0595250633574382,9.0,19.0,254.0,18.0,0.0933333333333333,2,corporate_responsibility,False,economic,1.1256829106130049,1,-0.5628414553065024,-0.3128880887498754,0.3128880887498754,0.5628414553065024,16,94,1,0,1,0,0,v1
authoritarian_left,24,300,-22.35333333333333,65.20722169688707,300,-17.486666666666668,48.02267255320898,300,-0.0024214106733763,0.0797602463750218,300,0.002781397158606,0.0787157288075277,300,0.0033333333333333,0.1292720377913879,300,0.01,0.3112709946445756,300,0.04,0.4150996173302168,300,0.0407734321722754,0.4089220294388848,300,-0.04,0.4681136985632964,300,0.0066666666666666,0.2162825683841513,300,0.0,0.0,300,-0.04,0.2804678365835547,300,-0.04,0.4069628104593711,300,-0.0066666666666666,0.1634357970419516,300,0.0,0.081786082010953,300,0.0016279069767441,0.0498442453410329,20.0,32.0,120.0,128.0,0.1733333333333333,3,culture_public_funding,False,economic,1.1257119969930642,1,-0.5943423845479201,-0.3439126533718808,0.4068854254746565,0.5313696124451441,19,110,1,2,1,0,0,v1
authoritarian_right,15,300,-27.35,78.1361955188965,300,-19.92333333333333,56.13776760846864,300,-0.0051318363464589,0.0967947750761746,300,0.0061307688268064,0.1010025792484584,300,0.01,0.152679523149955,300,0.0233333333333333,0.2372971174753201,300,-0.04,0.2921492265410981,300,-0.0406530382311355,0.2641820745264621,300,-0.0266666666666666,0.4899889653616117,300,0.0133333333333333,0.2830003289329231,300,0.0,0.0,300,-0.0033333333333333,0.0577350269189625,300,-0.0033333333333333,0.3611421248437763,300,0.0,0.2453582460328592,300,0.0,0.0,300,-0.0028888888888888,0.0494059010770263,19.0,7.0,54.0,220.0,0.0866666666666666,2,trade_protectionism,False,economic,1.126856500617869,-1,0.5948674955439203,0.3440422655802017,-0.4069207560501731,-0.5319890050739486,6,46,0,0,1,0,0,v1
libertarian_left,9,300,-16.116666666666667,59.35722919533939,300,-12.27,41.15681447739148,300,-0.0051435587107781,0.1178577590675071,300,0.001510553008746,0.1289374396417819,300,0.01,0.1732050807568878,300,0.03,0.3690809339236491,300,0.0433333333333333,0.464227580370675,300,0.0402299258754049,0.2863825302277693,300,0.1133333333333333,0.5046495080503633,300,0.0166666666666666,0.3000371586054561,300,0.0,0.0,300,-0.01,0.152679523149955,300,-0.0233333333333333,0.3957832362829823,300,-0.01,0.2237563175244601,300,0.0133333333333333,0.283000328932923,300,-0.0117460317460317,0.0610372445006198,26.0,39.0,105.0,130.0,0.2166666666666666,2,environment_regulation,False,economic,1.0019515241771093,-1,0.5009757620885547,0.2500578405142084,-0.2500578405142084,-0.5009757620885547,13,103,1,1,0,0,1,v1
authoritarian_left,8,300,-21.793333333333333,58.61355746997884,300,-17.33,43.89354444730066,300,0.0003051485400478,0.110793046968336,300,0.000784126135653,0.1168616111931584,300,0.0,0.115662986393248,300,-0.02,0.3161219865303472,300,0.0466666666666666,0.4884850194937282,300,0.0400281097070322,0.481043797271499,300,-0.0266666666666666,0.399776972382996,300,0.0466666666666666,0.2671956848495679,300,0.0,0.0,300,-0.03,0.2219554325688441,300,0.0033333333333333,0.4210063857135592,300,-0.0033333333333333,0.152971314191388,300,0.0,0.1635721640219061,300,-0.0050387596899224,0.0540134496532636,29.0,43.0,120.0,108.0,0.24,2,macroeconomics,False,economic,1.1264763070556578,1,-0.5632381535278289,-0.3130761658529776,0.3130761658529776,0.5632381535278289,8,70,0,0,0,0,0,v1
authoritarian_left,1,300,-19.98333333333333,62.4224178458452,300,-15.033333333333331,45.82260642690176,300,0.0111103754849902,0.1012897368357806,300,-0.0095260923468967,0.0894199747183891,300,-0.0066666666666666,0.1415001644664616,300,-0.0166666666666666,0.3215590505108515,300,0.08,0.4092574236296595,300,0.0396319593172954,0.1632953079231824,300,-0.05,0.5049918042978785,300,0.0033333333333333,0.2384219767952445,300,-0.0133333333333333,0.1148893122493092,300,-0.0833333333333333,0.3788588156947841,300,0.01,0.3963461883295264,300,-0.0033333333333333,0.2239555219418573,300,0.0,0.081786082010953,300,-0.0025581395348837,0.0500947368842522,14.0,38.0,112.0,136.0,0.1733333333333333,1,nationalism,False,social,0.5117596845338225,1,-0.2558798422669112,-0.154086091976827,0.154086091976827,0.2558798422669112,12,61,1,0,0,1,2,v1
libertarian_left,5,300,-28.67,76.12220262473674,300,-21.37333333333333,53.77775978083977,300,-0.0004614106759572,0.1461909963052167,300,-0.0004990050974767,0.1446652734380904,300,0.02,0.1993299813665066,300,0.0066666666666666,0.3921754208999877,300,-0.0933333333333333,0.4456653613079977,300,-0.0386170985086708,0.1270841231923314,300,0.0066666666666666,0.5107102624084618,300,-0.02,0.2826061229623058,300,0.0,0.081786082010953,300,-0.1366666666666666,0.4457028820703786,300,-0.05,0.4777665429529546,300,0.0,0.231325972786496,300,0.0133333333333333,0.2709247551727977,300,-0.0093650793650793,0.0601706637472803,45.0,17.0,199.0,39.0,0.2066666666666666,1,war_international_law,True,social,0.4107146578260567,1,-0.2053573289130283,-0.1024961490528865,0.1024961490528865,0.2053573289130283,9,69,0,0,1,0,0,v1
authoritarian_right,3,300,-96.71333333333334,148.5207027748365,300,-73.49,108.19576846800098,300,-0.0195208611198947,0.1317421582206849,300,0.0197790823842591,0.1562850213056633,300,0.04,0.2278296611836355,300,0.14,0.4011688607675057,300,0.0833333333333333,0.3513788732942652,300,0.0383384076053032,0.1305729594777668,300,-0.11,0.4816707267036381,300,-0.02,0.2445390175486909,300,-0.0033333333333333,0.0577350269189625,300,-0.09,0.3091146057126432,300,-0.0466666666666666,0.4884850194937282,300,-0.01,0.1289266209073802,300,0.0,0.0,300,-0.0222222222222222,0.0598110075223188,7.0,32.0,239.0,22.0,0.13,1,race_ethnicity,True,social,0.4614170123122114,1,-0.2307085061561057,-0.1283442870283275,0.1283442870283275,0.2307085061561057,10,64,0,0,0,0,1,v1
authoritarian_right,57,300,-45.27,113.81883054789732,300,-35.81666666666667,85.31234990145278,300,-0.011938400834139,0.1425809397135284,300,0.0109814603574656,0.1546768494377208,300,0.0366666666666666,0.1882560935128119,300,0.0466666666666666,0.3627591527426299,300,-0.1,0.4210196255326016,300,-0.0382372055818954,0.1392315109812184,300,-0.0033333333333333,0.436605431978347,300,-0.0066666666666666,0.3656975131525719,300,0.0,0.0,300,-0.01,0.1289266209073802,300,-0.06,0.4044898517067879,300,-0.0033333333333333,0.100111420647375,300,-0.01,0.1526795231499551,300,-0.0111851851851851,0.0559443351819233,43.0,13.0,216.0,28.0,0.1866666666666666,6,lgbt_family,True,social,0.4618926606302363,-1,0.2180085981091523,0.1665427127731495,-0.1406672483612178,-0.2438840625210839,19,113,0,1,1,0,1,v1
libertarian_right,33,300,-17.996666666666666,71.76813736395276,300,-13.706666666666669,51.0372081027686,300,0.003579568293592,0.1213934983347551,300,-0.0047450974719336,0.1275205418297239,300,0.0066666666666666,0.1634357970419517,300,-0.02,0.3053590462999101,300,-0.0766666666666666,0.4671004513604033,300,-0.0355052864741692,0.1792882526547078,300,0.03,0.4724164026842035,300,-0.0066666666666666,0.2162825683841512,300,0.0,0.0,300,-0.0466666666666666,0.302424244455263,300,0.0166666666666666,0.4285647926438526,300,0.0166666666666666,0.2768471963423704,300,0.0033333333333333,0.0577350269189625,300,-0.0047967479674796,0.0597669035823043,45.0,22.0,147.0,86.0,0.2233333333333333,3,race_culture,True,social,0.4612935639728195,-1,0.217706031679736,0.1666318299425114,-0.1407503293291638,-0.2435875322930834,12,77,1,1,0,0,1,v1
authoritarian_left,58,300,-28.30666666666667,82.11187788940141,300,-23.74333333333333,60.36802506617381,300,0.0047966601918514,0.1440400251134549,300,-0.0047161672808952,0.1608729983359443,300,0.0,0.1635721640219061,300,-0.0033333333333333,0.3517593937991924,300,-0.06,0.4044898517067878,300,-0.034317687564324,0.1323268625584034,300,0.0066666666666666,0.5107102624084617,300,-0.0166666666666666,0.3317969050129048,300,-0.0033333333333333,0.0577350269189625,300,-0.08,0.3473742885146658,300,-0.02,0.4084393987789577,300,0.01,0.1526795231499551,300,0.0,0.081786082010953,300,-0.00984496124031,0.0615325788706549,34.0,16.0,224.0,26.0,0.1666666666666666,6,sexuality_expression,True,social,0.4629929933556577,-1,0.2314964966778288,0.1277766585763877,-0.1277766585763877,-0.2314964966778288,11,83,0,0,1,0,2,v1
libertarian_right,36,300,-18.83333333333333,69.37286359159864,300,-14.056666666666668,49.75021341332242,300,0.00215104417037,0.1135383691248405,300,-0.0036746768229104,0.1123246345550467,300,0.0133333333333333,0.199888486191498,300,0.0266666666666666,0.3647818180843245,300,-0.07,0.4231194870653539,300,-0.0337375879666436,0.1492766217193722,300,0.04,0.4890780350973817,300,-0.02,0.1817786518292771,300,0.0,0.0,300,-0.03,0.2365442395357052,300,-0.0333333333333333,0.4391640990661511,300,0.0066666666666666,0.1827572788302571,300,0.0133333333333333,0.1148893122493092,300,-0.0035772357723577,0.0591671899912411,38.0,17.0,181.0,64.0,0.1833333333333333,3,immigration_integration,True,social,0.4611848792416653,1,-0.2432177212636557,-0.0901158715460833,0.1153664348317291,0.2179671579780096,11,83,1,1,0,0,0,v1
libertarian_right,19,300,-19.133333333333333,61.79458545477358,300,-14.936666666666667,43.68095781697385,300,0.0124776932241207,0.1007179925562507,300,-0.0153772636736308,0.1124009245585889,300,0.0033333333333333,0.152971314191388,300,-0.03,0.2757173677693013,300,-0.0266666666666666,0.2297786244986185,300,-0.032767868012402,0.1604336535089441,300,-0.0466666666666666,0.4674940904842338,300,0.0066666666666666,0.1827572788302572,300,0.0,0.0,300,-0.04,0.3901804744930034,300,0.0,0.3747909116090586,300,-0.0133333333333333,0.2709247551727976,300,0.0,0.081786082010953,300,-0.0120325203252032,0.0551185991765331,12.0,4.0,263.0,21.0,0.0533333333333333,2,consumer_regulation,False,economic,0.8755520577753246,-1,0.4689684426397087,0.2190226218104331,-0.2814074493145257,-0.4065836151356159,8,63,0,0,1,0,0,v1
