config_id,model,ideology,quantization,language,context_combo,instr_combo,key_type,perm_id,persona_combo,score_econ,score_soc,intrinsic_var_econ,intrinsic_var_soc
10920,Qwen3-14B,base,4bit,german,absent,options_first_idx3,uppercase_start,2,absent,-1.6840723956051833,-1.8734202938856217,2.5976733680864563,1.136939300007265
10921,Qwen3-14B,base,4bit,russian,Ctx_2,question_first_idx4,lowercase_start,3,absent,-0.5892211282729714,0.45358471721768256,3.956953993343049,1.7635635919219959
10922,Qwen3-14B,base,4bit,italian,absent,question_first_idx1,numeric_zero_index,3,absent,-5.103133026952575,-4.025199201737191,1.7408853230734374,0.6109286427076648
10923,Qwen3-14B,base,4bit,russian,absent,question_first_idx0,lowercase_start,0,absent,-0.620210798750598,0.9441891585817913,1.8098300040989668,0.9729471566141191
10924,Qwen3-14B,base,4bit,slovene,Ctx_3,question_first_idx1,numeric,1,absent,-2.9749527605590353,-1.3103444478311885,2.844851999147389,1.1784918554488382
10925,Qwen3-14B,base,4bit,czech,absent,question_first_idx4,uppercase_start,2,absent,-1.9368408750218564,-0.6854525003210628,4.106271627308475,1.9267336731749884
10926,Qwen3-14B,base,4bit,polish,absent,options_first_idx2,lowercase_start,0,absent,-0.9452047109698913,2.581412820434779,1.180219860029411,0.6930659442575652
10927,Qwen3-14B,base,4bit,italian,absent,question_first_idx4,lowercase_start,1,absent,-0.4589654599897573,-0.7009644256604991,4.438434403014851,1.8330435211434999
10928,Qwen3-14B,base,4bit,czech,Ctx_0,options_first_idx3,uppercase_start,1,absent,-1.4767046128628984,1.2376695233475312,2.7156457135347005,1.3243105322615534
10929,Qwen3-14B,base,4bit,polish,absent,options_first_idx1,numeric,0,absent,-2.5377125904599325,-2.0555019336767235,1.2850986466270262,0.794742519068488
10930,Qwen3-14B,base,4bit,russian,Ctx_3,question_first_idx4,numeric,3,absent,-1.7001731484310416,-0.48730309247467973,2.378652948922606,0.9248462118154825
10931,Qwen3-14B,base,4bit,bulgarian,absent,question_first_idx2,lowercase_start,3,absent,-2.451986614230291,-0.18464628248267384,2.6829982388594353,1.284029137634343
10932,Qwen3-14B,base,4bit,persian,Ctx_0,question_first_idx3,uppercase_start,0,absent,0.10327166416883626,-3.1967381582169176,2.2428193497187947,0.9163041853086533
10933,Qwen3-14B,base,4bit,french,absent,question_first_idx4,numeric,0,absent,-1.5562554642990694,-3.5145091812790192,3.0779429962177316,1.1594851097225438
10934,Qwen3-14B,base,4bit,portuguese,absent,question_first_idx4,numeric_zero_index,1,absent,-2.7182443511545817,-0.5535136670447236,2.8554181147674305,1.5135287059190488
10935,Qwen3-14B,base,4bit,spanish,Ctx_2,options_first_idx2,uppercase_start,3,absent,-2.876983420218675,-0.6867901511158634,3.3471670949630856,1.3572207522133652
10936,Qwen3-14B,base,4bit,italian,absent,question_first_idx3,numeric_zero_index,2,absent,-5.087509870336644,-4.038790590547226,1.5948661556721624,0.6087704816874868
10937,Qwen3-14B,base,4bit,english,Ctx_1,options_first_idx4,numeric,2,absent,-3.652868878427639,-0.31486750132590546,1.1082253897177807,0.6776601033122324
10938,Qwen3-14B,base,4bit,french,Ctx_4,options_first_idx3,numeric_zero_index,1,absent,-0.0016344014880127489,4.0692695128900995,0.3147244271985273,0.18473071284055462
10939,Qwen3-14B,base,4bit,persian,Ctx_1,options_first_idx3,uppercase_start,2,absent,-1.150957388102665,0.4179739867458884,2.1555527946238926,1.059566308258423
10940,Qwen3-14B,base,4bit,bulgarian,absent,options_first_idx1,numeric_zero_index,3,absent,-2.7245839033305743,-2.3385022012301415,2.311453405687511,1.0046896164880457
10941,Qwen3-14B,base,4bit,english,Ctx_4,options_first_idx1,numeric,3,absent,-5.503852497966113,-3.979493154846163,1.351479919241764,0.58810060730567
10942,Qwen3-14B,base,4bit,persian,Ctx_4,options_first_idx4,numeric_zero_index,0,absent,-1.0970461374161675,-0.5842124193179821,2.748213695424516,1.248433142922334
10943,Qwen3-14B,base,4bit,italian,Ctx_3,options_first_idx3,lowercase_start,0,absent,-1.6360549712825618,-0.7800857436980341,2.1543305590270645,0.7979147964203174
10944,Qwen3-14B,base,4bit,portuguese,Ctx_4,question_first_idx3,numeric,0,absent,-4.094486062773884,-2.8645552922220707,1.2611797603547388,0.5246008855606655
10945,Qwen3-14B,base,4bit,french,Ctx_4,question_first_idx4,numeric,2,absent,-1.7468573077661256,-2.1273485975027637,3.8227897610489117,1.608399495184689
10946,Qwen3-14B,base,4bit,polish,absent,question_first_idx3,uppercase_start,2,absent,-2.3207072861085423,-3.5453469387879073,3.514906043860542,1.2205218849814754
10947,Qwen3-14B,base,4bit,spanish,Ctx_3,options_first_idx4,numeric_zero_index,1,absent,-2.1628553872545426,0.2864298887622536,1.5148027639995207,0.7856665808550394
10948,Qwen3-14B,base,4bit,portuguese,absent,options_first_idx2,lowercase_start,3,absent,-2.962800778323618,-0.7450564961144792,1.6148754527857625,0.8013452353184948
10949,Qwen3-14B,base,4bit,italian,absent,options_first_idx1,uppercase_start,1,absent,-2.4335193655340164,-1.1125697030212993,2.6368139754715414,1.3037378143305993
10950,Qwen3-14B,base,4bit,bulgarian,Ctx_4,question_first_idx2,uppercase_start,3,absent,-2.8709597738510935,-2.9297365291025894,4.469889489593421,1.7284402238104453
10951,Qwen3-14B,base,4bit,persian,absent,options_first_idx3,lowercase_start,3,absent,-0.6515328613033294,-2.231016152309995,2.8816765434189477,0.975244890083118
10952,Qwen3-14B,base,4bit,persian,Ctx_3,options_first_idx3,numeric,1,absent,-1.2383254023632837,-1.2986256840609882,3.176060227389638,1.2554396681027
10953,Qwen3-14B,base,4bit,english,absent,options_first_idx2,lowercase_start,1,absent,-1.7608256585052375,-0.6572744895147566,0.8323784800161259,0.4700652021970408
10954,Qwen3-14B,base,4bit,polish,absent,options_first_idx1,uppercase_start,2,absent,-3.441086482088961,-2.3085287654607227,2.947527406203368,1.2108581106745584
10955,Qwen3-14B,base,4bit,english,Ctx_2,question_first_idx4,lowercase_start,1,absent,-2.4200705543083396,1.069545374560017,3.520721013484836,1.6227731530436798
10956,Qwen3-14B,base,4bit,russian,Ctx_2,options_first_idx4,lowercase_start,1,absent,-1.9631811185325378,-1.5308418625183358,4.143925591266763,1.5424946461022255
10957,Qwen3-14B,base,4bit,german,Ctx_0,options_first_idx1,numeric,1,absent,-2.4488616395086202,-0.9891856628015284,2.2922434326400762,1.0274691014026394
10958,Qwen3-14B,base,4bit,portuguese,absent,question_first_idx2,uppercase_start,2,absent,-3.733141449066539,-0.9427294944112362,2.4339351334288524,1.4190356451772812
10959,Qwen3-14B,base,4bit,portuguese,Ctx_3,options_first_idx4,lowercase_start,1,absent,-2.692624323018619,-2.4991482995641547,2.9101647145834773,0.9764267719984303
10960,Qwen3-14B,base,4bit,portuguese,absent,options_first_idx1,numeric,0,absent,-3.7142247977009633,-2.55935812396802,1.9160674254219767,0.9578859518319208
10961,Qwen3-14B,base,4bit,english,absent,question_first_idx4,numeric,2,absent,-1.1313599464821469,1.570361322076138,1.449912602681781,0.9754674751789344
10962,Qwen3-14B,base,4bit,czech,absent,options_first_idx0,numeric_zero_index,2,absent,-0.6666333355080987,2.93300312165363,0.8529711946200509,0.4320821079529885
10963,Qwen3-14B,base,4bit,romanian,Ctx_1,options_first_idx2,lowercase_start,2,absent,-1.5880056027276535,-0.7467056552081317,1.0297216429367018,0.4303713212346637
10964,Qwen3-14B,base,4bit,turkish,Ctx_0,options_first_idx3,numeric_zero_index,3,absent,-3.0457467440606605,0.20393226639011222,2.1789985096255826,0.9740135880673352
10965,Qwen3-14B,base,4bit,french,absent,question_first_idx3,numeric_zero_index,3,absent,-4.531809223083968,-4.148998172871841,1.708074271841944,0.8033134344056415
10966,Qwen3-14B,base,4bit,italian,Ctx_3,question_first_idx3,uppercase_start,0,absent,-0.9136976096110001,0.7336469960002838,2.162531138110875,1.1475573607252196
